ADM0_NAME,M49Code,period,low,medium,high,extreme
Afghanistan,4.0,2017,97.3248835977647,2.6598011544924827,0.0135481037725151,0.001767143970328
Afghanistan,4.0,2018,96.56939892235178,3.383714876272231,0.0439507775235585,0.0029354238524115
Afghanistan,4.0,2019,99.25700473801274,0.7328434581497395,0.0081214430700243,0.002030360767506
Afghanistan,4.0,2020,99.82098721553928,0.1749719404698789,0.003463580563563,0.0005772634272605
Afghanistan,4.0,2021,94.65039542450796,5.336901064855362,0.0115486460333423,0.0011548646033342
Aksai Chin,1013.0,2017,91.4142289273802,5.04565362598534,2.1164849558215284,1.423632490812923
Aksai Chin,1013.0,2018,90.9140001601392,4.78290864388251,2.014851840836118,2.288239355142186
Aksai Chin,1013.0,2019,88.52126889790388,7.53326317739461,2.271824602862541,1.6736433218389606
Aksai Chin,1013.0,2020,89.85574385551851,7.123881555105384,1.6981764859119552,1.3221981034641073
Aksai Chin,1013.0,2021,92.0781614211035,4.656868871653367,1.5229147791804611,1.7420549280626698
Albania,8.0,2017,91.20211208714304,6.787969389264416,1.8298145443596696,0.1801039792328743
Albania,8.0,2018,88.93115459598162,7.495566086382552,3.478570365553222,0.0947089520826218
Albania,8.0,2019,94.45904665366515,4.916705260739694,0.6034483612468158,0.0207997243483029
Albania,8.0,2020,92.30701594748464,7.214304445205507,0.463157713730542,0.0155218935793068
Albania,8.0,2021,90.75241459336934,6.713710915542888,2.4981173909725243,0.0357571001152358
Algeria,12.0,2017,96.73600669247044,2.518095758832356,0.3793708147698328,0.3665267339273922
Algeria,12.0,2018,96.69619559477076,2.435897769299584,0.3880025837332825,0.4799040521963733
Algeria,12.0,2019,95.46492546243428,3.5259554496008594,0.625888913067924,0.3832301748969428
Algeria,12.0,2020,96.34790402680662,2.674757721702016,0.515830753195348,0.4615074982960056
Algeria,12.0,2021,96.65909360631184,2.632659692601933,0.3501568164362205,0.3580898846500052
Angola,24.0,2017,53.53237303340805,19.720781528945903,15.156386439240135,11.590458998405918
Angola,24.0,2018,57.39226535693069,19.01124163919003,14.210051888339828,9.386441115539444
Angola,24.0,2019,56.41831185649383,20.95806906522283,13.115313621832431,9.508305456450904
Angola,24.0,2020,56.37526748681728,18.758698531023192,14.349824575812567,10.516209406346988
Angola,24.0,2021,56.86003545948493,17.667173093939397,13.080284509382512,12.39250693719316
Argentina,32.0,2017,91.83191109380812,4.278643883899533,2.179850568231325,1.7095944540610102
Argentina,32.0,2018,92.39489739044836,3.6267328247484794,2.090258678840563,1.888111105962627
Argentina,32.0,2019,93.79511095315397,2.886408915010827,1.810456849203824,1.5080232826314073
Argentina,32.0,2020,94.22808608958276,2.790020209705045,1.7516781495341391,1.2302155511780586
Argentina,32.0,2021,93.83683142009346,2.996767161415157,1.7176152858451783,1.448786132646196
Armenia,51.0,2017,94.00146486806938,5.938301077490583,0.0591454357562712,0.0010886186837703
Armenia,51.0,2018,94.72647292558771,5.204780871663166,0.0677200999823805,0.0010261027667271
Armenia,51.0,2019,99.04663534277454,0.9417821166749524,0.009538562806306,0.0020439777442084
Armenia,51.0,2020,99.07844785400528,0.8793367348055464,0.0397826361971636,0.0024327749920175
Armenia,51.0,2021,98.42796086143042,1.5388689446288608,0.0313069537506041,0.0018632401901068
Australia,36.0,2017,94.11016298508711,3.3960926004794127,1.2350046162941677,1.258739798139275
Australia,36.0,2018,95.48748321501874,2.6095643784630496,1.0219056438241405,0.881046762694071
Australia,36.0,2019,96.467154154921,2.1933911408189286,0.9162895361494516,0.4231651681106133
Australia,36.0,2020,96.200253213764,2.2633689794275687,0.8934072202053726,0.6429705866030502
Australia,36.0,2021,95.67142810405991,2.551531505180096,1.0254079398946274,0.751632450865348
Austria,40.0,2017,91.50283693336593,6.316344418535508,1.925430011926288,0.2553886361722775
Austria,40.0,2018,93.1380115328074,5.779213198681013,1.0315017878299824,0.0512734806816073
Austria,40.0,2019,96.54547701693782,2.8140887332366398,0.5499840104815866,0.0904502393439697
Austria,40.0,2020,93.917053581665,4.579116512526178,1.4363573454555,0.0674725603533415
Austria,40.0,2021,96.31229540018782,2.92985986166108,0.6756216233354073,0.0822231148156772
Azerbaijan,31.0,2017,98.13533672912428,1.483788464464795,0.2182434016397461,0.1626314047711749
Azerbaijan,31.0,2018,97.68762190404868,1.9127240040736808,0.2394761994704187,0.1601778924072369
Azerbaijan,31.0,2019,95.28133695969196,4.289611705164874,0.2304767995971765,0.1985745355459942
Azerbaijan,31.0,2020,96.39215310501616,3.076345643069988,0.2844220959507731,0.2470791559630743
Azerbaijan,31.0,2021,98.38024192349984,1.2312042067516498,0.1616497762978776,0.2269040934506067
Bahamas,44.0,2017,96.96923968214696,2.281752648134972,0.5491585746095604,0.1998490951084993
Bahamas,44.0,2018,96.16291461018962,2.73110311083227,0.8442741680917368,0.2617081108863559
Bahamas,44.0,2019,97.37116272802344,1.8711645823752516,0.5764098018563297,0.1812628877449598
Bahamas,44.0,2020,95.72975268736266,3.081459302443565,0.9010719226892724,0.2877160875044922
Bahamas,44.0,2021,96.00107518513072,3.006598120011416,0.7316879830045805,0.2606387118532676
Bangladesh,50.0,2017,88.2644845254406,7.937766205816731,3.1638545322597804,0.6338947364829012
Bangladesh,50.0,2018,87.00290195822504,9.011181441483313,2.875568823012961,1.1103477772787034
Bangladesh,50.0,2019,91.081323599286,6.078551156950048,2.325515000082554,0.5146102436813998
Bangladesh,50.0,2020,86.47246669156215,9.340084160958686,3.7344167653173175,0.4530323821618451
